學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
111,公立,技專校院,0024,國立屏東科技大學,博士班,男,158,29,29,1,1,0,6,10,0,2,1,0,6,1,1,0,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),男,655,110,110,8,5,6,2,35,0,2,0,0,2,34,11,5,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,學士班(日間),女,1893,48,48,11,2,20,2,1,0,0,0,7,0,2,0,1,2,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,學士班(進修),女,236,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,五專,女,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),男,2417,158,158,8,16,30,3,39,0,1,22,8,13,5,6,4,3,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,男,1079,159,159,2,0,0,0,141,0,8,2,0,2,0,2,1,1,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,博士班,女,183,33,33,1,0,0,0,13,1,4,0,1,12,0,1,0,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),女,959,75,75,10,7,7,0,22,0,3,0,5,10,2,6,2,1,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,女,507,76,76,5,0,0,0,54,5,4,0,0,1,0,6,0,1,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,學士班(日間),男,4452,122,122,13,8,29,35,10,0,0,5,6,0,8,2,6,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,學士班(進修),男,1203,26,26,4,0,5,6,7,0,0,2,2,0,0,0,0,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,五專,男,123,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0025,國立臺北科技大學,博士班,男,554,111,111,3,4,4,0,59,0,9,1,3,19,0,8,0,1,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),女,1148,80,80,12,7,9,3,7,0,0,0,30,4,1,2,5,0,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,五專,女,44,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),男,649,45,45,5,3,5,4,7,0,0,0,14,6,0,1,0,0,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),男,357,137,137,2,10,2,1,24,0,2,6,17,56,1,13,2,1,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,博士班,女,63,34,34,8,1,0,1,9,0,3,0,5,6,0,0,0,1,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),女,654,207,206,11,13,1,4,47,3,8,0,16,90,1,7,5,0,1,0,1
111,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,女,119,40,40,1,2,0,0,9,3,6,0,2,17,0,0,0,0,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,五專,男,41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,博士班,男,46,16,16,0,2,0,1,4,0,3,0,2,1,0,1,0,2,0,0,0
111,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,男,58,20,20,1,3,0,0,5,0,0,1,0,8,0,2,0,0,0,0,0
111,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),女,499,121,118,1,1,3,0,34,3,2,0,9,29,0,1,2,33,3,0,3
111,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,女,218,47,47,2,0,0,1,17,4,3,0,1,12,0,1,0,6,0,0,0
111,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),男,669,42,40,5,2,8,2,5,0,0,1,3,0,2,0,2,10,2,0,2
111,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),男,574,34,31,0,1,1,0,13,0,0,1,4,1,2,0,1,7,3,0,3
111,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),女,1705,70,69,3,3,11,1,6,0,0,0,18,0,4,0,4,19,1,0,1
111,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),女,1355,96,92,8,6,7,1,30,1,4,0,8,1,4,1,5,16,4,0,4
111,公立,一般大學,0029,國立臺灣藝術大學,博士班,女,81,12,12,0,0,0,0,5,1,2,0,0,3,0,0,0,1,0,0,0
111,公立,一般大學,0029,國立臺灣藝術大學,博士班,男,71,14,14,0,0,0,0,6,0,1,0,0,3,0,1,0,3,0,0,0
111,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),男,274,54,54,1,1,1,0,15,0,5,1,3,12,0,2,1,12,0,0,0
111,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,男,168,32,32,2,3,0,0,12,0,2,1,1,7,0,1,0,3,0,0,0
111,公立,一般大學,0030,國立臺東大學,碩士班(日間),女,235,60,45,2,4,2,0,20,0,1,0,1,10,0,3,2,0,15,0,15
111,公立,一般大學,0030,國立臺東大學,碩士在職專班,女,462,85,64,6,1,0,0,29,4,3,0,1,8,0,9,3,0,21,0,21
111,公立,一般大學,0030,國立臺東大學,學士班(日間),男,1837,94,59,16,6,16,10,3,0,0,0,0,0,2,3,2,1,35,0,35
111,公立,一般大學,0030,國立臺東大學,學士班(進修),男,152,31,10,2,0,2,0,3,0,0,2,0,0,0,1,0,0,21,0,21
111,公立,一般大學,0030,國立臺東大學,碩士在職專班,男,165,32,21,1,0,0,0,14,0,0,0,0,4,0,1,1,0,11,0,11
111,公立,一般大學,0030,國立臺東大學,學士班(日間),女,1831,95,59,12,5,15,3,6,0,0,0,3,0,3,6,5,1,36,0,36
111,公立,一般大學,0030,國立臺東大學,學士班(進修),女,216,31,16,4,3,0,0,7,1,0,0,0,0,0,1,0,0,15,0,15
111,公立,一般大學,0030,國立臺東大學,博士班,女,27,5,5,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0030,國立臺東大學,博士班,男,20,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2
111,公立,一般大學,0030,國立臺東大學,碩士班(日間),男,154,37,25,1,1,1,0,17,0,0,2,0,1,0,2,0,0,12,0,12
111,公立,一般大學,0031,國立宜蘭大學,學士班(日間),女,1653,45,45,12,1,10,5,5,1,0,0,5,0,4,1,1,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,學士班(日間),男,2835,151,151,12,5,24,47,19,0,0,6,10,0,12,7,8,1,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,學士班(進修),女,139,10,10,2,0,2,0,1,1,2,0,0,0,1,1,0,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,博士班,女,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),女,176,30,30,2,0,0,0,14,0,1,0,0,8,1,3,1,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,女,61,14,14,0,0,0,0,7,0,1,0,0,3,1,2,0,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,學士班(進修),男,264,33,33,4,0,1,0,17,0,1,4,2,0,2,2,0,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,博士班,男,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),男,345,49,49,2,4,0,0,22,0,1,3,2,9,3,2,1,0,0,0,0
111,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,男,153,38,38,1,0,2,0,24,0,0,0,2,7,1,1,0,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,學士班(進修),女,302,16,15,1,0,3,0,8,0,2,0,1,0,0,0,0,0,1,0,1
111,公立,一般大學,0032,國立聯合大學,博士班,女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,碩士班(日間),女,123,28,28,2,1,1,1,8,2,2,0,0,10,0,1,0,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,碩士在職專班,女,21,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0032,國立聯合大學,學士班(進修),男,751,61,59,2,0,11,2,26,0,1,6,0,0,2,2,2,5,2,0,2
111,公立,一般大學,0032,國立聯合大學,博士班,男,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,碩士班(日間),男,290,23,23,2,0,2,0,11,0,0,1,0,7,0,0,0,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,碩士在職專班,男,22,4,4,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,學士班(日間),女,1858,57,57,6,1,21,5,4,0,2,0,5,0,6,0,7,0,0,0,0
111,公立,一般大學,0032,國立聯合大學,學士班(日間),男,4264,138,137,10,4,53,20,15,0,0,6,6,0,7,1,7,8,1,0,1
111,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),女,1770,53,53,4,4,23,4,7,1,2,0,3,0,4,0,1,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),女,453,38,38,3,3,10,3,14,1,1,0,0,0,1,1,1,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,博士班,女,9,4,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,二專(日間),男,69,9,9,0,0,2,3,1,0,0,1,0,0,2,0,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,五專,男,275,3,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,博士班,男,48,8,8,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),男,830,71,71,1,2,11,4,21,0,1,4,3,11,8,3,1,1,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,男,138,20,20,0,1,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,二專(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,五專,女,42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),女,184,11,11,1,2,2,0,4,0,0,0,0,1,0,0,1,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,女,53,8,8,0,0,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),男,5918,220,220,18,8,78,47,27,0,0,14,3,0,17,5,2,1,0,0,0
111,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),男,1892,100,100,4,7,22,18,35,0,0,9,0,0,2,2,1,0,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,五專,女,104,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,2
111,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,女,44,12,12,1,0,0,0,4,0,4,0,0,0,0,1,0,2,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),男,259,26,23,2,2,3,0,2,0,0,0,4,0,0,2,0,8,3,0,3
111,公立,一般大學,0035,國立臺南藝術大學,五專,男,70,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),女,530,41,38,7,0,5,0,1,1,0,0,9,0,1,2,2,10,3,0,3
111,公立,一般大學,0035,國立臺南藝術大學,博士班,女,37,5,5,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),女,354,116,116,8,5,1,0,18,1,5,0,3,33,3,10,0,29,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,博士班,男,25,6,6,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),男,225,60,60,3,1,0,0,13,0,2,1,1,19,0,1,0,19,0,0,0
111,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,男,14,8,8,0,0,0,0,4,0,0,0,0,2,0,0,1,1,0,0,0
111,公立,一般大學,0036,國立臺南大學,博士班,女,89,23,23,1,0,0,0,9,0,3,0,0,5,0,2,0,3,0,0,0
111,公立,一般大學,0036,國立臺南大學,碩士班(日間),女,584,167,167,4,8,1,1,41,6,3,0,2,54,2,3,3,39,0,0,0
111,公立,一般大學,0036,國立臺南大學,學士班(日間),男,1833,104,103,6,3,28,23,8,0,0,2,2,0,7,1,1,22,1,0,1
111,公立,一般大學,0036,國立臺南大學,學士班(日間),女,2069,76,76,9,2,22,3,1,0,1,0,7,0,4,0,1,26,0,0,0
111,公立,一般大學,0036,國立臺南大學,學士班(進修),女,69,8,8,1,0,1,0,1,0,2,0,1,0,0,0,0,2,0,0,0
111,公立,一般大學,0036,國立臺南大學,碩士在職專班,女,427,117,117,3,0,0,0,58,1,17,0,0,32,0,6,0,0,0,0,0
111,公立,一般大學,0036,國立臺南大學,學士班(進修),男,111,9,9,0,0,1,3,0,0,0,2,0,0,0,1,0,2,0,0,0
111,公立,一般大學,0036,國立臺南大學,博士班,男,64,20,20,3,0,0,0,10,0,1,0,0,5,0,0,0,1,0,0,0
111,公立,一般大學,0036,國立臺南大學,碩士班(日間),男,418,106,106,4,6,4,2,19,0,1,2,0,32,0,1,6,29,0,0,0
111,公立,一般大學,0036,國立臺南大學,碩士在職專班,男,205,44,44,2,0,0,0,22,0,1,0,0,17,0,2,0,0,0,0,0
111,公立,一般大學,0037,國立臺北教育大學,博士班,女,88,29,28,1,0,0,0,16,2,5,0,1,1,0,2,0,0,1,0,1
111,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),女,992,258,253,4,10,11,0,74,3,29,0,4,88,2,4,14,10,5,0,5
111,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,女,804,194,194,15,1,0,0,54,6,31,0,0,70,1,11,3,2,0,0,0
111,公立,一般大學,0037,國立臺北教育大學,學士班(日間),男,1097,52,50,5,0,26,0,4,0,0,1,5,0,3,1,3,2,2,0,2
111,公立,一般大學,0037,國立臺北教育大學,博士班,男,64,9,9,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0
111,公立,一般大學,0037,國立臺北教育大學,學士班(日間),女,2228,68,67,11,0,28,0,6,0,1,0,13,0,7,0,1,0,1,0,1
111,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),男,435,96,95,3,2,9,0,36,0,3,2,4,28,1,3,2,2,1,0,1
111,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,男,247,62,62,3,3,1,0,29,0,11,0,0,12,0,2,1,0,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,學士班(日間),女,2060,47,47,6,2,13,5,9,0,0,0,6,0,4,1,1,0,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,學士班(日間),男,1151,49,49,1,2,21,2,8,0,0,1,3,0,9,1,1,0,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,博士班,男,37,7,7,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),男,274,64,64,2,3,2,2,30,0,3,3,1,12,2,0,1,3,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,博士班,女,71,26,26,1,0,0,0,9,0,2,0,1,10,0,3,0,0,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),女,628,144,144,7,6,5,1,57,4,11,0,7,17,5,4,4,16,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,女,613,155,155,12,5,1,1,78,7,15,0,2,15,2,13,3,1,0,0,0
111,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,男,166,35,35,2,0,1,0,21,0,2,0,0,6,1,1,1,0,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),女,127,7,7,0,1,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,五專,女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),女,37,11,11,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,女,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),男,113,11,11,0,0,0,1,3,0,0,1,0,0,0,1,0,5,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),男,43,12,12,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),女,929,28,28,0,1,4,0,2,0,0,0,0,0,1,1,0,19,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),男,1543,84,84,2,3,6,1,5,0,0,5,0,0,1,2,0,59,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,五專,男,88,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
111,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,男,24,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
111,公立,技專校院,0043,國立勤益科技大學,二專(進修),女,78,20,14,0,1,4,1,4,0,1,0,0,0,1,1,0,1,6,0,6
111,公立,技專校院,0043,國立勤益科技大學,學士班(日間),女,2169,87,80,5,6,39,14,10,4,1,0,0,0,0,1,0,0,7,0,7
111,公立,技專校院,0043,國立勤益科技大學,學士班(進修),女,644,55,42,1,2,15,1,14,1,3,1,0,0,0,0,3,1,13,0,13
111,公立,技專校院,0043,國立勤益科技大學,學士班(進修),男,3452,214,152,9,3,39,13,49,0,0,17,2,0,5,3,11,1,62,0,62
111,公立,技專校院,0043,國立勤益科技大學,博士班,男,45,4,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
111,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),男,493,48,41,1,4,5,0,22,0,1,5,0,3,0,0,0,0,7,0,7
111,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,男,224,26,19,1,0,1,0,6,0,0,0,1,4,0,4,2,0,7,0,7
111,公立,技專校院,0043,國立勤益科技大學,博士班,女,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),女,185,31,30,1,10,3,0,11,0,1,0,1,2,0,1,0,0,1,0,1
111,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,女,72,8,6,0,0,0,0,2,0,3,0,0,0,0,0,0,1,2,0,2
111,公立,技專校院,0043,國立勤益科技大學,二專(進修),男,216,40,20,1,0,5,0,14,0,0,0,0,0,0,0,0,0,20,0,20
111,公立,技專校院,0043,國立勤益科技大學,學士班(日間),男,4836,321,271,16,15,130,41,37,0,0,18,5,0,0,3,6,0,50,0,50
111,公立,一般大學,0044,國立體育大學,學士班(日間),女,739,28,28,4,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0044,國立體育大學,學士班(進修),女,37,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0044,國立體育大學,博士班,女,51,11,11,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0044,國立體育大學,碩士班(日間),女,169,40,40,1,0,0,0,32,2,4,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0044,國立體育大學,碩士在職專班,女,102,26,26,0,0,0,0,20,0,4,0,0,1,0,0,1,0,0,0,0
111,公立,一般大學,0044,國立體育大學,學士班(日間),男,1175,78,78,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0044,國立體育大學,學士班(進修),男,65,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0044,國立體育大學,博士班,男,93,31,31,0,0,0,0,26,0,4,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0044,國立體育大學,碩士班(日間),男,183,41,41,0,0,0,0,37,0,3,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0044,國立體育大學,碩士在職專班,男,119,38,38,3,0,0,0,29,0,5,1,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,博士班,女,69,15,15,3,0,0,0,4,0,1,0,0,4,0,2,0,1,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),女,465,127,127,6,2,1,0,44,4,13,0,3,40,3,9,0,2,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,女,177,64,64,3,0,1,0,20,5,6,0,0,23,1,4,1,0,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),男,820,55,55,1,2,20,5,10,0,0,1,1,0,4,2,5,4,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),女,2940,143,143,17,6,32,8,28,4,5,0,16,0,9,4,9,5,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),女,662,64,64,4,1,2,1,34,5,6,0,1,0,5,4,1,0,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),男,43,4,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,博士班,男,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),男,82,26,26,1,0,0,0,8,0,3,0,3,5,0,1,2,3,0,0,0
111,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,男,31,7,7,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),女,2028,47,47,6,5,17,2,1,0,1,1,3,0,0,2,6,3,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),女,676,32,23,2,3,5,0,4,1,2,0,2,0,2,1,0,1,9,0,9
111,公立,技專校院,0047,國立高雄餐旅大學,五專,女,151,9,9,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),男,376,12,9,1,2,0,0,2,0,0,0,2,0,0,2,0,0,3,0,3
111,公立,技專校院,0047,國立高雄餐旅大學,博士班,男,17,3,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),男,53,24,24,1,1,2,0,12,0,2,1,0,1,0,2,1,1,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,男,11,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,博士班,女,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),女,102,31,31,3,0,4,1,12,0,2,0,0,2,0,4,1,2,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,女,12,7,7,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),男,981,39,39,5,4,10,8,1,0,0,1,1,0,0,2,5,2,0,0,0
111,公立,技專校院,0047,國立高雄餐旅大學,五專,男,100,6,6,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
111,公立,一般大學,0048,國立金門大學,學士班(日間),女,1464,42,42,3,1,17,3,2,0,0,0,6,0,3,3,2,2,0,0,0
111,公立,一般大學,0048,國立金門大學,碩士在職專班,女,42,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0048,國立金門大學,學士班(日間),男,1627,64,64,1,5,19,13,7,0,0,10,4,0,2,2,1,0,0,0,0
111,公立,一般大學,0048,國立金門大學,學士班(進修),男,421,30,28,1,0,1,0,17,0,1,3,0,0,1,2,0,2,2,0,2
111,公立,一般大學,0048,國立金門大學,學士班(進修),女,354,16,15,3,1,3,0,8,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0048,國立金門大學,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0048,國立金門大學,碩士班(日間),女,99,24,24,1,2,0,0,9,2,4,0,1,4,0,1,0,0,0,0,0
111,公立,一般大學,0048,國立金門大學,博士班,男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0048,國立金門大學,碩士班(日間),男,123,27,27,2,2,1,0,12,0,3,0,0,6,1,0,0,0,0,0,0
111,公立,一般大學,0048,國立金門大學,碩士在職專班,男,43,14,14,0,0,0,0,10,0,0,0,0,3,1,0,0,0,0,0,0
111,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),女,983,32,31,6,8,8,3,6,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),男,1368,83,79,5,23,13,11,27,0,0,0,0,0,0,0,0,0,4,0,4
111,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),男,263,24,24,2,4,5,2,10,0,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0049,國立臺灣體育運動大學,博士班,男,6,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),女,104,8,8,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
