學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別,國家(地區)區域別,境外學位生總人數(A)(A=B+C+D+E)小計,境外學位生總人數(A)(A=B+C+D+E)男,境外學位生總人數(A)(A=B+C+D+E)女,外國學生(B)小計,外國學生(B)男,外國學生(B)女,僑生(C)小計,僑生(C)男,僑生(C)女,港澳生(D)小計,港澳生(D)男,港澳生(D)女,大陸地區來臺學位生(E)小計,大陸地區來臺學位生(E)男,大陸地區來臺學位生(E)女
109,公立,一般大學,0021,國立暨南國際大學,博士班,美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,博士班,泰國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),印度尼西亞共和國,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),烏克蘭,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),馬來西亞,東協,16,10,6,1,0,1,15,10,5,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),瓜地馬拉共和國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),貝里斯,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),美國,北美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),香港,港澳,133,71,62,0,0,0,0,0,0,133,71,62,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),越南社會主義共和國,東協,10,3,7,2,0,2,8,3,5,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),緬甸,東協,12,3,9,0,0,0,12,3,9,0,0,0,0,0,0
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),澳門,港澳,55,33,22,0,0,0,0,0,0,55,33,22,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,巴拿馬共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,巴基斯坦,南亞,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,伊拉克共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,印度,南亞,47,34,13,47,34,13,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,西班牙王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,辛巴威共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,美國,北美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,海地共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,馬來西亞,東協,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,捷克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,義大利共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,聖露西亞,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,葡萄牙共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,蒙古國,其他亞洲地區,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,德意志聯邦共和國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,澳大利亞,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),大陸地區,大陸地區,73,46,27,0,0,0,0,0,0,0,0,0,73,46,27
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),日本,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),比利時王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),加拿大,北美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),史瓦帝尼王國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),伊朗伊斯蘭共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),印度,南亞,15,12,3,15,12,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),印度尼西亞共和國,東協,199,116,83,194,113,81,5,3,2,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),宏都拉斯共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),委內瑞拉共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),波蘭共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),肯亞共和國,非洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),哈薩克共和國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),美國,北美洲,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),香港,港澳,8,4,4,0,0,0,0,0,0,8,4,4,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),智利,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),德意志聯邦共和國,歐洲,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),緬甸,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),墨西哥合眾國,中南美洲,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),土耳其共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),大韓民國(南韓),其他亞洲地區,3,2,1,2,2,0,1,0,1,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),巴西聯邦共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),巴拉圭,中南美洲,12,7,5,11,6,5,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),加拿大,北美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),尼加拉瓜,中南美洲,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),南非共和國,非洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),泰國,東協,9,4,5,8,3,5,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),馬來西亞,東協,100,74,26,4,2,2,96,72,24,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),菲律賓共和國,東協,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),越南社會主義共和國,東協,33,21,12,19,15,4,14,6,8,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),聖文森(及格瑞那丁),中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),聖露西亞,中南美洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),蒙古國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),薩爾瓦多,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,大陸地區,大陸地區,28,16,12,0,0,0,0,0,0,0,0,0,28,16,12
109,公立,技專校院,0022,國立臺灣科技大學,博士班,巴拉圭,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,史瓦帝尼王國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,甘比亞共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,伊朗伊斯蘭共和國,其他亞洲地區,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,印度尼西亞共和國,東協,122,81,41,122,81,41,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,衣索比亞聯邦民主共和國,非洲,107,103,4,107,103,4,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,貝里斯,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,委內瑞拉共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,肯亞共和國,非洲,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,俄羅斯聯邦,其他亞洲地區,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,泰國,東協,13,7,6,13,7,6,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,荷蘭王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,菲律賓共和國,東協,7,5,2,7,5,2,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,越南社會主義共和國,東協,38,22,16,38,22,16,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,博士班,墨西哥合眾國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),土耳其共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),巴拉圭,中南美洲,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),巴基斯坦,南亞,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),尼加拉瓜,中南美洲,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),衣索比亞聯邦民主共和國,非洲,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),奈及利亞聯邦共和國,非洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),拉脫維亞共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),法國,歐洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),埃及阿拉伯共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),泰國,東協,27,7,20,27,7,20,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),烏干達共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),馬來西亞,東協,16,13,3,3,3,0,13,10,3,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),斯洛伐克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),菲律賓共和國,東協,8,3,5,8,3,5,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),越南社會主義共和國,東協,50,23,27,50,23,27,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),聖克里斯多福及尼維斯,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),聖露西亞,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),蒙古國,其他亞洲地區,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),大陸地區,大陸地區,46,29,17,0,0,0,0,0,0,0,0,0,46,29,17
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),厄瓜多共和國,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),巴布亞紐幾內亞獨立國,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),日本,其他亞洲地區,7,3,4,4,2,2,3,1,2,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),印度尼西亞共和國,東協,206,129,77,93,59,34,113,70,43,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),西班牙王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),宏都拉斯共和國,中南美洲,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),約旦哈什米王國,其他亞洲地區,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),美國,北美洲,4,3,1,0,0,0,4,3,1,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),香港,港澳,39,26,13,0,0,0,0,0,0,39,26,13,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),海地共和國,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),新加坡共和國,東協,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),緬甸,東協,22,14,8,0,0,0,22,14,8,0,0,0,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),澳門,港澳,36,28,8,0,0,0,0,0,0,36,28,8,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,巴基斯坦,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,辛巴威共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,奈及利亞聯邦共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,孟加拉人民共和國,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,迦納共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,越南社會主義共和國,東協,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,德意志聯邦共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),印度,南亞,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),印度尼西亞共和國,東協,39,17,22,8,1,7,31,16,15,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),阿根廷,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),越南社會主義共和國,東協,17,9,8,5,1,4,12,8,4,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),澳門,港澳,15,3,12,0,0,0,0,0,0,15,3,12,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,大陸地區,大陸地區,27,13,14,0,0,0,0,0,0,0,0,0,27,13,14
109,公立,技專校院,0023,國立雲林科技大學,博士班,伊拉克共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,印度尼西亞共和國,東協,31,14,17,31,14,17,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,俄羅斯聯邦,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,烏干達共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),大陸地區,大陸地區,20,14,6,0,0,0,0,0,0,0,0,0,20,14,6
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),印度尼西亞共和國,東協,42,17,25,42,17,25,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),香港,港澳,4,1,3,0,0,0,0,0,0,4,1,3,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),泰國,東協,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),烏干達共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),馬來西亞,東協,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),越南社會主義共和國,東協,9,1,8,9,1,8,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),大陸地區,大陸地區,52,20,32,0,0,0,0,0,0,0,0,0,52,20,32
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),日本,其他亞洲地區,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),美國,北美洲,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),香港,港澳,54,28,26,0,0,0,0,0,0,54,28,26,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),馬來西亞,東協,124,72,52,16,8,8,108,64,44,0,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),緬甸,東協,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,史瓦帝尼王國,非洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,尼泊爾聯邦民主共和國,南亞,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,甘比亞共和國,非洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,泰國,東協,29,12,17,29,12,17,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,索羅門群島,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,捷克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,蒙古國,其他亞洲地區,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),尼泊爾聯邦民主共和國,南亞,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),印度,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),馬來西亞,東協,16,11,5,6,5,1,10,6,4,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),聖克里斯多福及尼維斯,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),薩爾瓦多,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,學士班(日間),大陸地區,大陸地區,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2
109,公立,技專校院,0024,國立屏東科技大學,學士班(日間),巴布亞紐幾內亞獨立國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,學士班(日間),史瓦帝尼王國,非洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
