學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
106,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),54,10,44,9.93
106,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,學士班(日間),11,1,10,4.14
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),28,9,19,9.66
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),26,9,17,5.05
106,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),22,5,17,5.39
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),60,24,36,7.52
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),20,9,11,6.90
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),22,11,11,13.17
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),6,4,2,3.68
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),14,11,3,6.31
106,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),14,8,6,6.70
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),44,32,12,8.37
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),32,22,10,6.77
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),11,9,2,5.79
106,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),27,18,9,16.67
106,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),14,7,7,12.73
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),28,16,12,12.12
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),18,9,9,10.71
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),32,19,13,17.88
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),11,5,6,8.66
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),33,19,14,12.04
106,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),17,9,8,8.06
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),11,1,10,7.24
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),18,6,12,11.04
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),7,1,6,4.27
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,博士班,1,0,1,3.13
106,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,4,3,1,28.57
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,10,5,5,19.23
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,博士班,2,1,1,4.88
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,4,2,2,11.11
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,7,2,5,13.46
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,1,1,0,3.70
106,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,博士班,1,1,0,3.85
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,6,4,2,18.18
106,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,博士班,2,1,1,15.38
106,公立,一般大學,0003,國立臺灣大學,05124155,生物資訊學國際研究生博士學位學程,博士班,1,1,0,100.00
106,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,3,2,1,15.79
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,21,18,3,20.59
106,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,1,1,0,3.45
106,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,博士班,2,2,0,5.00
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,博士班,5,5,0,4.50
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,博士班,11,11,0,17.74
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,博士班,4,4,0,4.60
106,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,博士班,4,2,2,6.56
106,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,4,4,0,5.00
106,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,博士班,3,2,1,12.50
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,3,2,1,7.14
106,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,博士班,7,4,3,19.44
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,博士班,7,5,2,20.59
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,博士班,3,2,1,17.65
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,博士班,1,1,0,9.09
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,博士班,3,1,2,9.68
106,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,博士班,1,0,1,6.25
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,博士班,1,0,1,1.96
106,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,博士班,4,4,0,4.12
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,博士班,2,2,0,11.11
106,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,碩士班(日間),17,5,12,29.82
106,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,碩士班(日間),12,1,11,31.58
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,11,8,3,24.44
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,2,1,1,15.38
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,博士班,2,1,1,7.41
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,15,12,3,22.39
106,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,博士班,1,1,0,5.26
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,8,4,4,14.55
106,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,博士班,8,6,2,15.38
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,3,3,0,13.64
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,22,14,8,16.30
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,5,4,1,10.64
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,1,1,0,4.55
106,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,博士班,2,2,0,20.00
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,2,2,0,10.53
106,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,博士班,8,6,2,9.88
106,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,博士班,4,3,1,3.01
106,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,博士班,5,4,1,7.58
106,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,博士班,6,5,1,5.04
106,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,博士班,8,8,0,28.57
106,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,博士班,1,1,0,1.35
106,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,博士班,3,2,1,8.82
106,公立,一般大學,0003,國立臺灣大學,07194083,醫學工程學研究所,博士班,4,3,1,3.64
106,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,博士班,3,2,1,10.71
106,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,博士班,11,8,3,8.40
106,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,博士班,1,1,0,5.56
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,博士班,2,1,1,6.06
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,博士班,1,1,0,5.88
106,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,博士班,1,1,0,8.33
106,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,博士班,1,0,1,4.35
106,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,博士班,1,1,0,3.85
106,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,博士班,2,1,1,9.52
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,博士班,3,1,2,11.11
106,公立,一般大學,0003,國立臺灣大學,09161130,藥理學研究所,博士班,1,0,1,4.76
106,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,碩士班(日間),5,2,3,14.71
106,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),10,5,5,23.81
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),13,10,3,29.55
106,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,碩士班(日間),5,0,5,8.93
106,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,碩士班(日間),4,2,2,9.76
106,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),4,1,3,10.53
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),13,3,10,10.57
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),9,3,6,8.04
106,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),60,33,27,43.80
106,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),5,2,3,10.20
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),37,16,21,7.49
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),8,3,5,12.70
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),4,3,1,16.00
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),6,3,3,3.05
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),2,2,0,4.88
106,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,碩士班(日間),1,1,0,1.25
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),9,9,0,4.89
106,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),3,2,1,21.43
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,碩士班(日間),2,2,0,4.08
106,公立,一般大學,0003,國立臺灣大學,05499061,應用數學科學研究所,碩士班(日間),1,1,0,3.33
106,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),10,6,4,8.47
106,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),13,12,1,13.54
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),30,24,6,9.04
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),14,11,3,6.90
106,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,碩士班(日間),2,2,0,2.99
106,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),10,5,5,10.00
106,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),7,7,0,2.54
106,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,碩士班(日間),7,6,1,3.57
106,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),2,1,1,1.13
106,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,碩士班(日間),13,5,8,13.68
106,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,博士班,5,4,1,23.81
106,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,博士班,3,2,1,5.66
106,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,碩士班(日間),7,3,4,20.00
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),16,9,7,19.75
106,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),9,5,4,20.93
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),31,5,26,37.35
106,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,碩士班(日間),4,3,1,11.11
106,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),5,2,3,4.03
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),22,14,8,15.28
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),7,4,3,14.00
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),10,7,3,15.63
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),26,13,13,11.26
106,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),15,7,8,15.96
106,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),5,1,4,8.20
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),20,13,7,12.58
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),12,8,4,8.76
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),23,10,13,15.23
106,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,碩士班(日間),4,2,2,2.34
106,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),4,2,2,6.06
106,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),3,2,1,11.11
106,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),7,5,2,12.50
106,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),2,1,1,25.00
106,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),5,3,2,4.35
106,公立,一般大學,0003,國立臺灣大學,05123050,生物化學暨分子生物學研究所,碩士班(日間),4,1,3,5.88
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),3,2,1,4.92
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),8,7,1,9.76
